"dataset","location","cellgroup","cell_type","upregulated","downregulated","total_significant","comparison","condition1","condition1_sample_count","condition2","condition2_sample_count","JAK1_padj","JAK1_log2FC","JAK2_padj","JAK2_log2FC","STAT1_padj","STAT1_log2FC","SOCS1_padj","SOCS1_log2FC"
"02_CO_IMM","Colon","IMM","Mast cells",1791,397,2188,"InactiveCD_vs_Control","Control",16,"InactiveCD",17,7.6394881546414e-05,"**1.412**",NA,NA,0.151044091627095,"0.827",0.433973710476689,"0.404"
"02_CO_IMM","Colon","IMM","T cells CD4 IL17A",1590,359,1949,"InactiveCD_vs_Control","Control",14,"InactiveCD",17,1.10849491797733e-11,"**1.55**",NA,NA,0.0185135121187354,"**1.217**",0.828898573624007,"-0.083"
"02_CO_IMM","Colon","IMM","NK-like cells ID3 ENTPD1",1526,416,1942,"InactiveCD_vs_Control","Control",14,"InactiveCD",17,7.28807404131561e-13,"**1.431**",NA,NA,0.261176753839244,"0.598",0.408215932414274,"-0.253"
"02_CO_IMM","Colon","IMM","T cells CD8",1453,483,1936,"InactiveCD_vs_Control","Control",14,"InactiveCD",17,3.17155237573552e-11,"**1.284**",NA,NA,0.0758934301242602,"0.776",0.229554371307951,"-0.316"
"02_CO_IMM","Colon","IMM","T cells CD8 KLRG1",1443,405,1848,"InactiveCD_vs_Control","Control",14,"InactiveCD",17,5.98596134377772e-11,"**1.625**",NA,NA,0.00259568407804689,"**1.347**",0.00156429279860851,"**-0.734**"
"02_CO_IMM","Colon","IMM","NK cells KLRF1 CD3G-",990,280,1270,"InactiveCD_vs_Control","Control",14,"InactiveCD",17,7.39978875484792e-11,"**1.592**",NA,NA,0.209286730285106,"0.918",0.882339892541599,"-0.055"
"02_CO_IMM","Colon","IMM","DC1",NA,NA,NA,"InactiveCD_vs_Control","Control",16,"InactiveCD",17,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","DC2 CD1D-",NA,NA,NA,"InactiveCD_vs_Control","Control",16,"InactiveCD",17,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","ILCs",NA,NA,NA,"InactiveCD_vs_Control","Control",14,"InactiveCD",17,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","Macrophages",NA,NA,NA,"InactiveCD_vs_Control","Control",16,"InactiveCD",17,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","Mature DCs",NA,NA,NA,"InactiveCD_vs_Control","Control",11,"InactiveCD",14,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","Monocytes S100A8 S100A9",NA,NA,NA,"InactiveCD_vs_Control","Control",14,"InactiveCD",17,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","T cells OGT",NA,NA,NA,"InactiveCD_vs_Control","Control",6,"InactiveCD",17,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","B cells AICDA LRMP",NA,NA,NA,"InactiveCD_vs_Control","Control",7,"InactiveCD",5,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","Monocytes CHI3L1 CYP27A1",NA,NA,NA,"InactiveCD_vs_Control","Control",5,"InactiveCD",7,NA,NA,NA,NA,NA,NA,NA,NA
