"dataset","location","cellgroup","cell_type","upregulated","downregulated","total_significant","comparison","condition1","condition1_sample_count","condition2","condition2_sample_count","JAK1_padj","JAK1_log2FC","JAK2_padj","JAK2_log2FC","STAT1_padj","STAT1_log2FC","SOCS1_padj","SOCS1_log2FC"
"02_CO_IMM","Colon","IMM","Macrophages Metallothionein",340,7,347,"ActiveCD_vs_Control","Control",16,"ActiveCD",5,0.0367788490308415,"**1.956**",NA,NA,0.21110377257358,"2.313",NA,NA
"02_CO_IMM","Colon","IMM","NK cells KLRF1 CD3G-",202,39,241,"ActiveCD_vs_Control","Control",14,"ActiveCD",5,0.00949384990718674,"**1.191**",NA,NA,0.230993776951401,"1.299",0.175863963049248,"-0.642"
"02_CO_IMM","Colon","IMM","DC1",NA,NA,NA,"ActiveCD_vs_Control","Control",16,"ActiveCD",5,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","DC2 CD1D-",NA,NA,NA,"ActiveCD_vs_Control","Control",16,"ActiveCD",5,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","ILCs",NA,NA,NA,"ActiveCD_vs_Control","Control",14,"ActiveCD",5,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","Macrophages",NA,NA,NA,"ActiveCD_vs_Control","Control",16,"ActiveCD",5,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","Mature DCs",NA,NA,NA,"ActiveCD_vs_Control","Control",11,"ActiveCD",5,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","T cells OGT",NA,NA,NA,"ActiveCD_vs_Control","Control",6,"ActiveCD",4,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","B cells AICDA LRMP",NA,NA,NA,"ActiveCD_vs_Control","Control",7,"ActiveCD",4,NA,NA,NA,NA,NA,NA,NA,NA
"02_CO_IMM","Colon","IMM","Monocytes CHI3L1 CYP27A1",NA,NA,NA,"ActiveCD_vs_Control","Control",5,"ActiveCD",2,NA,NA,NA,NA,NA,NA,NA,NA
