"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","ontology","cell_type","cell_group","tissue","comparison","dataset"
"GO:0009611","response to wounding",237,0.484742972503593,1.90179234416366,9.57423656915281e-10,3.60861680142796e-07,2.94281797704486e-07,1147,"tags=31%, list=16%, signal=27%","50506/6288/301/3043/7076/5265/3673/7128/960/308/26509/2152/1265/5912/6558/7414/5530/3091/3998/6774/2717/3572/7494/7422/55207/1839/11057/1832/5291/79026/4781/3694/2683/22875/5154/5339/6416/5873/10413/3691/8996/6868/6385/8837/3688/3685/2923/6431/8761/6648/29071/8546/2048/8525/667/160851/6484/116844/2039/221037/5329/966/5359/26258/4853/7094/27346/10672/51330/8428/23499/79056/2776/26127","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0070663","regulation of leukocyte proliferation",91,0.612971420491633,2.19270490424428,1.1035751575894e-09,3.81285216947138e-07,3.10937140892733e-07,635,"tags=29%, list=9%, signal=26%","3113/301/51237/3115/972/5320/7128/3659/1604/1265/3123/5530/149041/975/57162/5880/3572/83737/4860/3133/3606/5573/472/6385/1499/6541","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0040011","locomotion",470,0.42383394930936,1.71600563977478,1.29912423876354e-09,4.14320699531818e-07,3.37877494324574e-07,1840,"tags=40%, list=26%, signal=31%","50506/6288/405753/301/6368/6280/2919/7076/972/3673/2920/2921/91663/3655/2152/397/6282/3909/1265/5912/6558/5286/9097/4680/3918/7414/5530/3309/3091/975/80149/51742/659/23077/6774/5880/9982/8543/1021/1948/6662/2717/7494/7422/8754/6275/8751/1839/11057/5629/79647/8065/60672/182/394/5291/54453/6093/811/9043/5154/5339/472/6259/1890/2549/6868/7026/23075/6385/23560/5295/79890/55737/29984/3688/3685/57561/9087/80005/9748/55466/91137/6386/1992/6648/55920/998/3164/1956/9475/23598/10059/5586/2048/10253/57509/7082/51192/6667/1512/65125/6484/80270/8792/63940/2752/650/2039/58191/2526/5329/2195/5337/10512/6789/79834/94241/10672/7262/9439/8428/4000/23499/11151/25932/153769/23613/55749/1843/64065/55605/221178/10221/3204/56477/306/5604/7205/3480/3675/4204/3643/81/1647/1827/130399/64147/3912/4771/5532/25836/8519/8729/5606/26060/114882/9270/102/5479/11235/6239/55612/999/6364/8473/10509/5728/286077/8660/3312/5747/208/388/5578/2771/1969/2650/5641/2932/375056/79685/1906/94/83481/7162/5796","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0050863","regulation of T cell activation",151,0.540454454072046,2.03601102796114,1.61463277363034e-09,4.48866307993674e-07,3.66049351632691e-07,635,"tags=26%, list=9%, signal=25%","3113/301/3115/3122/972/5320/3956/3108/11005/3659/1604/3127/3123/10875/5530/149041/8915/975/80149/10808/57162/5880/1948/3572/7494/5781/6595/83737/8651/441478/4860/3133/3606/10892/5573/6385/1499/6599/22890/6541","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0032944","regulation of mononuclear cell proliferation",84,0.619055362159043,2.18896326067215,1.62397361792212e-09,4.48866307993674e-07,3.66049351632691e-07,635,"tags=30%, list=9%, signal=27%","3113/301/51237/3115/972/5320/3659/1604/1265/3123/5530/149041/975/57162/5880/3572/83737/4860/3133/3606/5573/472/6385/1499/6541","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0022407","regulation of cell-cell adhesion",201,0.499203595124977,1.9292085922169,2.98697682899074e-09,7.74000370812225e-07,6.3119536675778e-07,1220,"tags=35%, list=17%, signal=30%","3113/301/3115/3122/972/5320/3956/3108/960/3659/91663/1604/3127/3123/4680/10875/5530/149041/8915/975/80149/10808/57162/1948/3572/7494/7422/5781/6595/3716/2049/83737/8651/441478/182/4860/3133/3606/10892/5573/3169/23075/6385/23560/6599/10725/22890/6541/4651/51201/8546/445/7082/84524/65125/6484/650/27242/2526/5329/51441/8943/3329/5074/55193/11151/7532/8289/2810/7525/4179","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:1903037","regulation of leukocyte cell-cell adhesion",151,0.535145470256244,2.01601091599093,3.48559603442541e-09,8.50075362278103e-07,6.93234332047952e-07,1291,"tags=38%, list=18%, signal=31%","3113/301/3115/3122/972/5320/3956/3108/960/3659/1604/3127/3123/10875/5530/149041/8915/975/80149/10808/57162/1948/3572/7494/5781/6595/83737/8651/441478/4860/3133/3606/10892/5573/6385/6599/10725/22890/6541/8546/445/84524/65125/6484/27242/2526/8943/3329/5074/55193/11151/7532/8289/7525/4179/9306/56477","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0072329","monocarboxylic acid catabolic process",83,-0.533394721740826,-2.46052813036665,4.55437119532518e-09,1.04902349865657e-06,8.55476039730086e-07,1438,"tags=53%, list=21%, signal=43%","5095/83667/2110/37/1892/2184/390916/10994/1376/5826/26063/1666/51181/3033/5465/219743/2109/197257/1374/80724/56898/283927/549/1962/2166/1891/5264/10005/171586/5467/9123/5191/66002/51/35/10449/38/5106/6566/1384/189/51084/2168/5105","Down","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0042110","T cell activation",225,0.482213549903152,1.88343515404953,5.1608600323383e-09,1.12615398389866e-06,9.18375757555159e-07,1220,"tags=31%, list=17%, signal=26%","3113/301/3115/3122/972/5320/3956/3108/11005/960/3659/1604/3127/3123/10875/9021/5530/149041/5591/8915/975/80149/10808/6774/57162/5880/1021/1948/3572/7494/5781/6595/3716/83737/8651/441478/4860/3133/3606/10892/5573/5873/6868/1958/6385/1499/5295/6599/22890/6541/23598/602/8546/4602/55636/84524/27242/8943/3329/5074/55193/285282/8451/11151/7532/7157/8289/7525/4179","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002250","adaptive immune response",142,0.542360812239068,2.03905945778075,8.40184092485321e-09,1.74170162372207e-06,1.42035331845413e-06,805,"tags=30%, list=12%, signal=27%","100423062/3113/301/3115/3122/972/3956/3108/7128/717/3659/563/1604/3127/201294/3123/9021/149041/8915/975/80149/6774/55183/3572/3716/64167/182/3133/3606/10892/5873/6868/23075/165918/2923/55122/22890/6830/602/2048/5987/1512","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0050670","regulation of lymphocyte proliferation",82,0.612929996950209,2.15570572976363,1.11014764329242e-08,2.19174863290017e-06,1.78736552894999e-06,635,"tags=29%, list=9%, signal=27%","3113/301/51237/3115/972/5320/3659/1604/3123/5530/149041/975/57162/5880/3572/83737/4860/3133/3606/5573/472/6385/1499/6541","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0046649","lymphocyte activation",316,0.446470879533166,1.77195244744788,1.54332739681957e-08,2.90847063055179e-06,2.3718505256385e-06,1220,"tags=29%, list=17%, signal=25%","3113/301/51237/3115/3122/972/5320/3956/3108/7128/11005/960/3659/1604/3127/201294/3123/10875/9021/5530/149041/5591/8915/975/80149/10808/4189/6774/57162/5880/55183/1021/1948/3572/7494/5781/6595/3716/83737/8651/441478/4860/3133/3606/10892/5573/472/5873/6868/1958/23075/6385/1499/5295/3688/165918/6599/55122/22890/6541/23598/6830/56262/602/8546/2048/4602/4783/55636/84524/27242/9678/8943/26258/3329/4853/5074/7155/55193/3251/285282/8451/11151/7532/7157/6929/8289/4683/7163/7525/164/4179","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0022409","positive regulation of cell-cell adhesion",127,0.540940380427935,2.00911924715741,1.89480290359174e-08,3.41558819056146e-06,2.78540362761404e-06,1220,"tags=36%, list=17%, signal=30%","3113/301/3115/3122/972/3956/3108/960/1604/3127/3123/4680/5530/8915/975/10808/1948/3572/7494/5781/6595/3716/8651/4860/3133/3606/10892/3169/6599/10725/22890/6541/4651/8546/7082/6484/2526/5329/8943/3329/55193/11151/7532/8289/7525/4179","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0048646","anatomical structure formation involved in morphogenesis",424,0.417104548077811,1.67773996694817,2.17634155875887e-08,3.75963004275595e-06,3.06596889769013e-06,1499,"tags=35%, list=21%, signal=29%","301/1959/3673/7128/11005/30061/1847/10365/2152/3909/56913/201294/6772/6558/5286/7171/3091/23218/149041/5591/8915/975/80149/6498/659/29766/6774/9982/4524/8543/1948/6662/4071/7494/7422/157506/5781/8754/3716/2049/8751/5629/8898/27035/441478/182/10529/57674/5291/2114/3099/4781/6093/10938/9646/5567/3694/57534/7296/87/2683/3606/133/5573/5154/5339/472/10413/3691/1844/1890/342184/2549/3169/6868/6385/1499/8837/3688/3685/4691/80005/11214/91137/85461/136319/998/3164/2274/9221/6711/9475/204851/6830/602/2048/10253/7082/6667/1512/65125/123169/9782/6881/90993/2752/650/116844/9644/10512/6789/4853/7534/10672/51330/80155/23135/7110/25932/10762/7157/7368/5315/4211/10959/1843/64065/65979/5916/3204/10252/306/3516/5604/8925/10018/7410/3675/4204/23405/302/1647/3267/3912/4771/5532/3880/5045/9022","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0071280","cellular response to copper ion",13,-0.894975385678217,-2.6508799440143,2.47984839689705e-08,4.11258058141408e-06,3.35379917929825e-06,178,"tags=62%, list=3%, signal=60%","4499/4493/4502/4489/4501/4495/4494/4496","Down","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0016054","organic acid catabolic process",134,-0.429288539394853,-2.10137334730132,2.78383188157519e-08,4.2402351755113e-06,3.45790118154272e-06,1479,"tags=46%, list=21%, signal=37%","197322/1743/5095/83667/2110/37/1892/2184/587/390916/10994/113675/1376/5826/26063/1666/1800/51181/3176/1428/7263/3033/5465/219743/2109/197257/1374/80724/56898/283927/549/2805/1962/10588/2166/1891/5264/10005/171586/5467/9123/5191/5009/56922/66002/51/35/10449/4357/10840/3155/38/5106/6566/875/1384/27034/189/51084/2168/5105","Down","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0046395","carboxylic acid catabolic process",134,-0.429288539394853,-2.10137334730132,2.78383188157519e-08,4.2402351755113e-06,3.45790118154272e-06,1479,"tags=46%, list=21%, signal=37%","197322/1743/5095/83667/2110/37/1892/2184/587/390916/10994/113675/1376/5826/26063/1666/1800/51181/3176/1428/7263/3033/5465/219743/2109/197257/1374/80724/56898/283927/549/2805/1962/10588/2166/1891/5264/10005/171586/5467/9123/5191/5009/56922/66002/51/35/10449/4357/10840/3155/38/5106/6566/875/1384/27034/189/51084/2168/5105","Down","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0001775","cell activation",414,0.420433664573943,1.68879734666381,2.86364170077946e-08,4.2402351755113e-06,3.45790118154272e-06,1220,"tags=28%, list=17%, signal=24%","3113/6288/301/51237/3115/3043/3122/972/5320/3956/3108/7128/11005/960/3659/1604/3127/201294/5912/3123/10875/9021/7414/5530/149041/5591/8915/975/80149/10808/4189/6774/57162/5880/55183/8543/1021/1948/2717/3572/7494/3949/5781/6595/8754/3716/83737/8651/441478/5291/4860/3133/3694/3606/10892/5573/5154/472/5873/6868/1958/23075/6385/1499/5295/3688/165918/2923/6599/55122/22890/6541/1956/9867/23598/6830/56262/602/29071/8546/2048/4602/8525/4783/55636/84524/160851/9258/27242/9678/5359/2730/8943/26258/3329/4853/7094/10672/5074/7155/55193/3251/285282/8451/11151/7532/7157/2776/6929/8289/4683/7163/7525/164/4179","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0071276","cellular response to cadmium ion",14,-0.877786358477629,-2.63308736234829,3.1991724130696e-08,4.57371338778847e-06,3.72985182968405e-06,340,"tags=64%, list=5%, signal=61%","3162/4499/4493/4502/4489/4501/4495/4494/4496","Down","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0051251","positive regulation of lymphocyte activation",131,0.530420364258252,1.97402761361886,4.89102948315e-08,6.7594027457133e-06,5.51227603504485e-06,1220,"tags=33%, list=17%, signal=28%","3113/301/3115/3122/972/3956/3108/1604/3127/3123/5530/5591/8915/975/10808/57162/55183/1948/3572/7494/5781/6595/8651/4860/3133/3606/10892/6599/55122/22890/6541/8546/2048/8943/26258/3329/55193/11151/7532/6929/8289/7525/4179","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0042129","regulation of T cell proliferation",66,0.623583025785988,2.1133956700848,5.55687270896198e-08,7.43186911334076e-06,6.06067067612423e-06,635,"tags=32%, list=9%, signal=29%","3113/301/3115/5320/3659/1604/3123/5530/149041/975/57162/5880/3572/83737/4860/3133/3606/5573/6385/1499/6541","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0010628","positive regulation of gene expression",493,0.397491437123452,1.61048118550234,6.98766446133814e-08,8.94688417566643e-06,7.29616167066305e-06,1743,"tags=34%, list=25%, signal=27%","3113/6288/301/51237/3115/7431/972/1670/3673/3659/1604/2152/1265/6772/3303/3320/5611/467/25940/5530/3091/5591/8915/975/80149/659/4189/6774/57162/10492/55183/1021/6662/834/22868/3572/7494/7422/3949/113251/5781/10269/27035/10551/5291/51366/90378/6093/4860/3133/9188/23028/53335/56829/3606/3192/10892/811/661/23064/23107/472/5873/10413/5430/127933/8087/6868/9641/1958/1499/5295/55737/9967/4691/3838/55122/3987/10725/55466/7430/10623/6711/55022/9475/7994/10010/602/1786/2048/10253/5987/4602/6667/1512/4783/23435/1981/23400/170506/221656/63940/650/10626/51441/5337/5359/55132/3329/54931/94241/5074/8672/9439/5610/4000/10140/7110/3054/7157/5315/8289/10657/10959/4179/54407/5916/1982/5601/29896/3516/5604/494115/3675/4204/3184/6451/302/5562/3183/4097/965/5978/3459/10146/4155/23185/54505/23300/26060/55226/11235/55612/8473/10972/51065/6434/1535/10159/4976/27230/6741/208/84148/3597/10765/3658","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0045087","innate immune response",406,0.413254388072782,1.65708621379501,7.12125368540743e-08,8.94688417566643e-06,7.29616167066305e-06,1629,"tags=33%, list=23%, signal=27%","3113/301/5266/6280/3934/7431/8542/972/1670/7128/717/3659/1604/1755/26058/2635/201294/6772/3303/54625/9097/9908/83666/3320/330/5591/8915/5062/10581/837/57162/54765/10492/3437/8467/834/55207/5781/3716/83737/8751/3669/9698/5291/3133/9188/56829/3606/10892/661/151636/5873/55210/10410/54809/9641/6590/27297/5295/7334/55122/22890/10623/998/2634/57169/5966/9867/10010/8546/10097/5987/55646/10527/445/6732/6197/10406/10096/170506/9782/4841/9258/58191/26057/51441/140609/5359/3329/7534/9821/5610/79184/11151/29979/7157/51667/6773/1452/142/2810/7531/164/7791/4179/10206/55366/6814/89122/9424/55161/22933/965/84640/3459/7867/8519/6170/64922/2885/171568/4669/10146/203068/3106/26060/481/54836/6421/5052/80216/3843/3454/7520/8473","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0040012","regulation of locomotion",412,0.415657002841665,1.66956290744755,7.5356728613444e-08,9.1890881420982e-06,7.4936783995784e-06,1840,"tags=40%, list=26%, signal=32%","50506/405753/301/6368/7076/972/3673/91663/3655/2152/397/6282/3909/1265/5912/5286/9097/4680/3918/7414/5530/3309/3091/975/80149/51742/659/23077/6774/5880/9982/8543/1021/1948/6662/2717/7494/7422/8754/8751/1839/11057/5629/79647/8065/60672/182/394/5291/54453/6093/811/9043/5154/472/6259/2549/6868/7026/23075/6385/23560/5295/79890/55737/29984/3688/3685/57561/9087/80005/9748/55466/6386/1992/6648/55920/998/1956/9475/23598/10059/5586/2048/10253/57509/7082/6667/1512/65125/6484/63940/2752/650/2039/58191/2526/2195/10512/6789/79834/94241/10672/7262/9439/8428/4000/23499/11151/25932/153769/23613/55749/1843/64065/55605/221178/10221/3204/56477/306/7205/3480/3675/4204/3643/81/1647/130399/64147/3912/4771/25836/8519/5606/26060/114882/9270/102/11235/6239/55612/999/6364/8473/10509/5728/286077/8660/3312/5747/208/388/5578/2771/1969/2650/5641/2932/375056/79685/1906/94/83481/7162/5796","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002696","positive regulation of leukocyte activation",135,0.52228477984668,1.9441079349072,8.26600238975663e-08,9.79167025940886e-06,7.98508260929272e-06,1220,"tags=32%, list=17%, signal=27%","3113/301/3115/3122/972/3956/3108/1604/3127/3123/5530/5591/8915/975/10808/57162/55183/1948/3572/7494/5781/6595/8651/4860/3133/3606/10892/6599/55122/22890/6541/8546/2048/8943/26258/3329/55193/11151/7532/6929/8289/7525/4179","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0019882","antigen processing and presentation",57,0.647855119904744,2.14765321720414,8.89039826471819e-08,1.02387753348671e-05,8.34969568019731e-06,1060,"tags=40%, list=15%, signal=35%","3113/3115/3122/972/3108/563/3127/3123/10875/54842/55207/64167/3133/3416/811/5873/2923/8546/4012/1512/6892/8943/10890","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0031589","cell-substrate adhesion",145,0.510051088609038,1.91725173499476,9.66105756268287e-08,1.08256066634819e-05,8.82825516112017e-06,1639,"tags=46%, list=23%, signal=36%","3673/10562/960/91663/3655/4289/201294/4680/7414/5921/4585/5880/1021/7422/8754/2049/8751/10551/182/5291/54453/6093/3694/87/811/3691/342184/51144/54822/6385/1499/5295/29984/3688/3685/6904/80005/3987/9748/55920/998/5318/5786/9475/5034/2039/2017/6789/79834/7094/23499/11151/7791/3204/56477/10018/7205/3675/81/302/3912/4771/9270/6239/55612/5728","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0006959","humoral immune response",67,0.616801240663973,2.09486828459958,1.03684266023341e-07,1.09135918505644e-05,8.90000686115033e-06,173,"tags=24%, list=2%, signal=24%","5266/6368/5968/6280/2919/5967/1670/11005/2920/717/4069/2921/1604/1755/3123/975","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",107,0.549512202439691,2.00383460944946,1.04148380324445e-07,1.09135918505644e-05,8.90000686115033e-06,805,"tags=31%, list=12%, signal=28%","100423062/301/3122/972/3956/7128/717/563/1604/201294/3123/9021/149041/8915/975/80149/6774/55183/3572/3716/182/3133/3606/10892/5873/6868/23075/165918/22890/6830/602/2048/1512","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
"GO:0001816","cytokine production",298,0.431062317051554,1.70623689796249,1.05292733724693e-07,1.09135918505644e-05,8.90000686115033e-06,769,"tags=21%, list=11%, signal=20%","3113/6288/301/3115/5552/972/1670/7128/338557/3659/10365/1604/2152/6772/3303/3320/3123/3091/8915/975/80149/6774/57162/8826/834/3572/7494/5781/27020/83737/8651/27035/4860/3133/9188/3694/56829/3606/10892/661/8087/6868/9641/1958/5295/3685/79876/3838/55122/22890/1992/7430/10623/6711/9475/5966/10010/23598/602/7690/51465/2048/5987/4602","Up","BP","Enterocytes_BEST4","EPI","Colon","ActiveCD_vs_Control","dataset_02"
